date,year,quarter,month,Real_GDP_SA,Uncertainty_Index,Household_credit,Residential_prices,Unemployment_Rate,Unemployment_Claims,Automobile_Sales,Manufacturing_Working_hours_index,Industrial_Capacity_Utilization_Index,Industrial_Production_Index,Steel_Production,Petroleum_Product_Sales,Energy_Generation,Nominal_Revenue_Tourism_Index,Retail_Trade_Index,Tendancy_manufact_exports,Tendancy_manufact_production,Tendancy_employment,Foreign_Trade_Index,Average_Real_Income,3_months_bond_yield,Apple_Mobility_Index,Fuel_Price_Ethanol,Agriculture_Price:Soybean,Dollar_Rate,Ibov,Savings_Deposits,Foreign_Trade_Balance
2011-12-10,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0601889519796963,NaN,0.1208156045208471,1717.6785886120333,12158792416.89695,-61.94750245155794
2011-12-17,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0602302444165166,NaN,0.124362274729319,1663.4600997783136,12161151975.730162,-33.34861873316497
2011-12-24,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0600373690434179,NaN,0.1248858628549719,1661.0660021267718,12196850306.201984,95.72094374249076
2011-12-31,1,1,1,167.49645599,0.2469949,0.6807399575969388,8.9598,NaN,676792.912354849,305230.0,108.6,82.4,112.854390311038,2688.0,10756126.7618695,43107.84927,2.326906638807104,2.267546775572229,-15.9,27.2,10.1,37.72505424186812,NaN,10.5376322580645,NaN,0.0601371906172107,NaN,0.1255332815913192,1672.638813099724,12225798407.19123,384.8642082887735
2012-01-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0599573121715302,NaN,0.1240971157042454,1714.0992226943235,12265408947.905037,453.7706640032098
2012-01-14,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0596923862458703,NaN,0.1214414874988127,1737.5155975602288,12314598251.939083,329.50949680606004
2012-01-21,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0592532088440211,NaN,0.119355210905594,1786.126163833515,12332568760.973236,184.56081470618037
2012-01-28,0,0,1,NaN,NaN,NaN,NaN,NaN,624925.105420475,233989.0,106.8,80.9,107.899807321773,2791.0,9708937.33234782,43460.690629,2.356586570424541,2.338778611454079,-11.1,26.1,13.4,27.940414848886505,NaN,10.2954689655172,NaN,0.0589022260035904,NaN,0.1179055851695317,1824.177202724425,12336528071.925632,-123.66025579129406
2012-02-04,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.058419216764764,NaN,0.1168220673259568,1862.3195460265035,12317128156.453888,-90.67885265775436
2012-02-11,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0580699222316841,NaN,0.1159700588849843,1897.882294907452,12306011583.297798,100.41152085673494
2012-02-18,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0574304882538108,NaN,0.1156604823582486,1908.2129414681424,12300032486.067871,204.4541064794924
2012-02-25,0,0,1,NaN,NaN,NaN,NaN,NaN,639203.432092033,224753.0,108.6,82.5,109.000825763832,2803.0,9877026.71152173,43048.150002,2.3536185772627976,2.335810618292335,-9.3,18.9,10.0,31.57286196672346,NaN,9.86836071428571,NaN,0.0573723936304468,NaN,0.1148416748781144,1914.88222443308,12301080653.604103,158.43366370456653
2012-03-03,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0571829340092601,NaN,0.1151759277946623,1924.1050572751185,12303319949.737448,171.50031811244548
2012-03-10,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0576219163457505,NaN,0.1184399411743755,1921.9315953399323,12315266642.913574,38.91937016318926
2012-03-17,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0577414198569976,NaN,0.1216756888712128,1958.2900137373367,12330822405.01574,49.54245162013761
2012-03-24,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0576872578504039,NaN,0.1225250053423876,1926.916525819444,12344912749.282831,120.1886305925954
2012-03-31,0,1,1,165.33965458,0.0,0.7021760926348968,7.9416,7.49293680706985,687886.817529039,271395.0,109.7,82.4,108.23011285439,3133.0,10929435.8631014,46609.191665,2.386266502041979,2.3536185772627976,-6.6,19.9,11.3,35.89051034277798,2635.0,9.30404516129032,NaN,0.0579505516045014,NaN,0.1225182754178934,1887.5567132204656,12345716669.033936,186.0738526356273
2012-04-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0607788686657698,NaN,0.1230953664432756,1849.59362597105,12349984737.303968,160.340827218348
2012-04-14,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0571861642884209,NaN,0.1231360824864659,1791.7077758210216,12368091025.051117,110.51500278810076
2012-04-21,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0571670243801391,NaN,0.1253690714336594,1799.7479126987323,12389012495.192553,81.10475992242746
2012-04-28,0,0,1,NaN,NaN,NaN,NaN,7.41471079826893,682415.880256521,249016.0,109.1,81.9,108.450316542802,3013.0,10186467.3434057,43066.407616,2.3951704815272103,2.368458543071516,-4.9,22.9,9.2,32.98616413670932,2484.0,8.89394,NaN,0.0571479165157478,NaN,0.1267150563325102,1777.393169616626,12412135474.590464,64.13976359915691
2012-05-05,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0568054688668733,NaN,0.1287602803863139,1775.4862485848914,12435294915.846508,157.2035697012745
2012-05-12,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.056450488894688,NaN,0.1309320270206097,1726.662681199443,12474156689.801922,334.1747976333978
2012-05-19,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0565264789974221,NaN,0.1343615965428815,1598.2316777694205,12523276896.303688,406.12228450052334
2012-05-26,0,0,1,NaN,NaN,NaN,NaN,7.40729676168147,719586.837314997,250488.0,108.5,82.3,108.78062207542,2855.0,10775104.2176666,42546.443381,2.424850413144648,2.3714265362332605,-7.8,22.9,13.3,39.18885240454194,2481.0,8.34453666666667,NaN,0.0564014183172508,NaN,0.1373819866559027,1578.175035600593,12574318075.39843,305.2952827342564
2012-06-02,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0564133295080087,NaN,0.1350601627053851,1559.1149681645088,12610276038.606512,277.1213013773676
2012-06-09,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0559265723301706,NaN,0.1365939124976256,1537.866591511551,12651848459.691292,30.24874076364736
2012-06-16,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0556413510934872,NaN,0.1381236243351695,1582.4683901541744,12689077056.535671,-10.37840754754015
2012-06-23,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0553280776589057,NaN,0.1376323398470889,1611.4806095076135,12724396030.914509,-6.01687350125162
2012-06-30,0,1,1,168.18000735,0.1623377,0.7260467327321901,6.9342,7.4604797364872,655718.537798753,317678.0,108.4,82.1,109.000825763832,2757.0,10506639.2635652,40610.10185878,2.454530344762085,2.424850413144648,-12.9,23.0,11.3,33.22189354291015,2487.0,8.06616551724138,NaN,0.055044024735212,NaN,0.1390550458851742,1531.2690664399963,12755664477.421906,55.24583851149103
2012-07-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0547639887447548,NaN,0.1354114647639851,1590.201338546265,12795738928.485722,191.97328544977503
2012-07-14,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0546848357760871,NaN,0.13692838974499,1534.274542071122,12850362302.915058,159.15116428721157
2012-07-21,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0544347402164364,NaN,0.1365151723810428,1547.9873688664452,12906273335.782106,255.0690050043732
2012-07-28,0,0,1,NaN,NaN,NaN,NaN,7.35063786317191,659755.566772338,323945.0,108.1,82.1,110.65235342692,2993.0,10882147.8332608,41620.138114,2.44265837211511,2.460466331085573,-12.3,23.9,11.5,36.690143925806034,2498.0,7.70171935483871,NaN,0.0541851060709153,NaN,0.1367951372400037,1531.7461146295927,12971764349.438166,281.3990113303293
2012-08-04,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.053899037300807,NaN,0.1372971896072751,1607.3268908589018,13017821704.64306,263.0642859142075
2012-08-11,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0538866290455311,NaN,0.1361625243375439,1666.0478682986436,13071091957.46262,372.7210931248379
2012-08-18,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0537607136401901,NaN,0.1361113769113875,1668.586653784264,13116133251.608292,352.2351348477896
2012-08-25,0,0,1,NaN,NaN,NaN,NaN,7.32812807849627,696207.484166578,383535.0,109.3,82.3,112.964492155244,2871.0,11592307.1256956,42864.61206946,2.475306296894292,2.484210276379523,-13.6,23.5,10.5,38.926921772110056,2508.0,7.41440967741935,NaN,0.0534933791004092,NaN,0.1360252338778611,1669.826246423076,13138482794.64875,274.2282030984959
2012-09-01,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0532550409675939,NaN,0.1335442849215471,1631.9367734409948,13141084205.737429,300.72158664987626
2012-09-08,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0532383706815566,NaN,0.1332139887912436,1616.521772976282,13152786463.419125,292.5793826400997
2012-09-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0532217461701989,NaN,0.1321276088458293,1704.2932396806284,13187424987.483423,300.0747068784274
2012-09-22,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0534025367050803,NaN,0.1325056507533847,1738.3748260329187,13226587050.676653,306.5818236911022
2012-09-29,0,1,1,171.11197025,0.0993789,0.7714105176042146,5.3673,7.18974057260184,572511.789589267,261195.0,106.8,82.2,110.762455271126,2864.0,10717877.0345217,42015.130699,2.381046754585143,2.395202799499442,-12.6,27.0,13.0,34.902495508949634,2508.0,7.31767333333333,NaN,0.0532449477837224,NaN,0.1327097148972554,1702.4011378444402,13266112341.067013,276.713633313854
2012-10-06,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0530601878517685,NaN,0.1324219321302582,1655.9052668338677,13299976902.532978,253.10218950620035
2012-10-13,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0530446192941865,NaN,0.1330570163728815,1655.8865654598628,13328654239.707666,282.3782442447403
2012-10-20,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0530851785399934,NaN,0.1329137790411261,1671.8539566428071,13356123538.62528,187.70203128102972
2012-10-27,0,0,1,NaN,NaN,NaN,NaN,7.27627858909211,787774.707500722,323700.0,108.5,82.4,112.413982934214,3154.0,11858855.5866231,44674.59816423,2.395202799499442,2.415021262379461,-10.1,27.4,13.1,37.54997021214136,2510.0,7.14923870967742,NaN,0.0527335573618929,NaN,0.1325252723056799,1616.816301700306,13376508825.44094,188.87229211096616
2012-11-03,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.052794904844268,NaN,0.1328101118398328,1610.0712246516414,13375398736.07846,129.3437782286871
2012-11-10,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0526978037743685,NaN,0.1332473454301455,1624.8556113670948,13382869714.350618,98.37535432094894
2012-11-17,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0524896163057339,NaN,0.1347493752583478,1575.7476844946862,13390134866.043648,41.00119450007965
2012-11-24,0,0,1,NaN,NaN,NaN,NaN,7.20025332629636,663876.484250845,289886.0,108.2,82.5,110.762455271126,2844.0,11382002.7816521,42175.17730066,2.4659830240709386,2.417852471362321,-14.0,26.6,10.0,35.04015152497957,2506.0,7.11183103448276,NaN,0.0527549563332459,NaN,0.1365293770773995,1576.141086646424,13395357718.861744,39.675847246906905
2012-12-01,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0532136373478123,NaN,0.1341308498581525,1581.4287459125155,13396000941.645126,-48.22366434403683
2012-12-08,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0533875541230774,NaN,0.134601961859396,1604.6073503000007,13421582310.393236,-166.50050744084126
2012-12-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0534501923914356,NaN,0.1333940152840003,1643.9731806213858,13460695921.801394,74.16586048339005
2012-12-22,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0535677848678018,NaN,0.1335185326249285,1674.1450111122151,13521222837.687307,57.62884859074209
2012-12-29,1,1,1,171.06700255,0.5533478,0.7939163764780477,4.2409,7.4441263558918,655164.195576858,327474.0,107.9,82.6,111.533168180567,2604.0,11271877.2662463,45206.043284,2.445551095640201,2.3983611199014008,-14.6,29.6,11.6,34.871400089092255,2527.0,7.07900666666667,NaN,0.053547199887688,NaN,0.1319562892856547,1674.0645100525398,13588758973.32079,243.16562941947308
2013-01-05,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0535716313425802,NaN,0.1311202901281346,1726.9207708561614,13634111249.122444,282.43516887710945
2013-01-12,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0537738433281559,NaN,0.130530116442653,1690.7435599492685,13689382761.59398,49.94500736998771
2013-01-19,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0535092574439276,NaN,0.1308574558440621,1699.0544111495594,13721498867.803818,-165.71380471042306
2013-01-26,0,0,1,NaN,NaN,NaN,NaN,7.60886987762616,750839.826480846,282886.0,108.4,83.5,112.413982934214,2776.0,10931208.2804927,44844.942198,2.4316716910111422,2.423344048233707,-11.6,25.2,11.5,27.67622443121733,2652.0,7.07130666666667,NaN,0.0536288394478115,NaN,0.1308728600511872,1689.4460068788546,13732056865.178793,-405.6258875426777
2013-02-02,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0536673573398434,NaN,0.1282785348345297,1640.5621513052945,13719396626.961168,-414.368273608952
2013-02-09,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0540688434193147,NaN,0.1271540277143951,1611.0930157401883,13709694965.320808,-379.61987858279207
2013-02-16,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0543056527194442,NaN,0.1260556221674448,1586.2922214592056,13704841943.347466,-174.48332193937884
2013-02-23,0,0,1,NaN,NaN,NaN,NaN,7.69946478980412,679020.057763914,220859.0,106.7,82.6,109.771538673273,2579.0,10117862.3932463,42361.857221,2.4288958100853306,2.4316716910111422,-6.3,23.9,12.1,26.8012381030064,2665.0,7.17707407407407,NaN,0.0545419075532773,NaN,0.1261078253138133,1547.9851424214708,13709042022.700716,-92.62161013492928
2013-03-02,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0553215459470416,NaN,0.1269242482914453,1552.643781832591,13722484155.882433,-66.52313600398837
2013-03-09,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0557151856620255,NaN,0.1262323426547414,1564.4280305827856,13748163153.61982,12.30649104649897
2013-03-16,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0559992192593441,NaN,0.1259974284960832,1565.8576644605837,13784019640.524183,-55.12196514905605
2013-03-23,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0559841847128106,NaN,0.1278497844028802,1519.9505431036398,13819510821.60122,-0.1076277972465646
2013-03-30,0,1,1,171.84480601,0.6029242,0.7971105991067575,3.1433,7.5918003553777,659130.543211425,277268.0,110.0,82.4,111.423066336361,2848.1,11053520.2438115,46123.239235,2.467758143046696,2.467758143046696,-10.2,26.2,10.0,31.526334369430263,2650.0,7.32612903225806,NaN,0.0557524624921852,NaN,0.1292124148914908,1509.8331004706602,13850324326.121798,11.085663116384282
2013-04-06,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0557796384021564,NaN,0.1294081766903726,1494.2381067941458,13876626174.041471,25.793079128201924
2013-04-13,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0554611523156315,NaN,0.12713862350727,1501.0717441788772,13909357418.96896,141.63415831479318
2013-04-20,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0556295341402512,NaN,0.1281681380167996,1442.3019874072097,13944122670.908169,-126.00945186725748
2013-04-27,0,0,1,NaN,NaN,NaN,NaN,7.5109543622814,815457.339338459,325865.0,109.2,83.4,113.294797687861,2917.5,11377920.9189855,43425.949866,2.464982262120884,2.4871893095273783,-10.5,29.0,14.1,35.764052166335205,2534.0,7.56754,NaN,0.0561215601811726,NaN,0.1292143404173814,1475.9623178411312,13969872214.451706,-109.03937497034056
2013-05-04,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0559719674636019,NaN,0.1286588261979314,1494.4355489211962,13978963959.417278,-98.48804336020518
2013-05-11,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0555077837341818,NaN,0.1290564472943488,1499.2477155619374,14005874126.62867,-91.18507124503972
2013-05-18,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0550710872793819,NaN,0.1296841687346979,1476.4002939025138,14040521313.675934,148.68208161389288
2013-05-25,0,0,1,NaN,NaN,NaN,NaN,7.41270132631109,715534.295507293,308411.0,108.1,82.6,112.854390311038,3006.5,11503971.8741304,43358.63580863,2.517723999711309,2.5093963569338733,-14.1,28.6,13.1,37.87091460285563,2537.0,7.86622857142857,NaN,0.0541232895702831,NaN,0.1310962210545016,1514.1137278759868,14081450574.954018,163.65306412871445
2013-06-01,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0534457146547826,NaN,0.1303199422013929,1483.9728115782902,14113350210.13618,38.03479024069223
2013-06-08,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0527961650932315,NaN,0.1331958541895412,1427.618798771534,14154852108.47302,-6.239595496022751
2013-06-15,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0524426884021743,NaN,0.1341566809027105,1345.451693261128,14206530829.700571,6.35605930249506
2013-06-22,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0520085441455141,NaN,0.1377797983002863,1300.7093125966417,14263380155.856266,95.82912086730184
2013-06-29,0,1,1,174.74757409,0.2533056,0.7708908217956522,2.6596,7.36613438925402,719107.207345636,311929.0,108.5,82.5,113.625103220479,2826.0,11035208.4830289,41566.598235,2.473142586492713,2.448922474111391,-16.6,26.4,10.5,34.48557723332401,2559.0,8.40410333333333,NaN,0.0518165940086457,NaN,0.1384291069775452,1264.9956577371374,14329794141.38235,257.4802641485081
2013-07-06,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0517417289270912,NaN,0.1408149097666257,1228.8726238593008,14406625037.078844,248.0816087271197
2013-07-13,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0515524476227808,NaN,0.1416381180703567,1227.787055825306,14486717113.536127,174.10811992709412
2013-07-20,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0515782806563856,NaN,0.1400017100744903,1268.3563955204888,14560561189.856585,94.83236388620702
2013-07-27,0,0,1,NaN,NaN,NaN,NaN,7.25683194774733,722623.433023833,332087.0,107.7,82.5,112.634186622626,2913.5,11691185.2894927,43480.648229,2.5188916876574305,2.5188916876574305,-15.7,19.6,5.4,36.87848862172606,2579.0,8.7138,NaN,0.0514966891088114,NaN,0.1400667660498611,1311.617127512291,14639236541.516228,-129.77672820953205
2013-08-03,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0511968567962078,NaN,0.1427027841288295,1307.416493285368,14682399376.15652,-114.16051536376816
